"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_do_40_m2_zl"
"22552",1217000,"Powiat tatrzański",2019,NA
"22553",1218000,"Powiat wadowicki",2019,NA
"22554",1219000,"Powiat wielicki",2019,NA
"22555",1261000,"Powiat m.Kraków",2019,NA
"22556",1262000,"Powiat m.Nowy Sącz",2019,NA
"22557",1263000,"Powiat m.Tarnów",2019,NA
"22558",1401000,"Powiat białobrzeski",2019,NA
"22559",1402000,"Powiat ciechanowski",2019,NA
"22560",1403000,"Powiat garwoliński",2019,NA
"22561",1404000,"Powiat gostyniński",2019,NA
"22562",1405000,"Powiat grodziski",2019,NA
"22563",1406000,"Powiat grójecki",2019,NA
"22564",1407000,"Powiat kozienicki",2019,NA
"22565",1408000,"Powiat legionowski",2019,NA
"22566",1409000,"Powiat lipski",2019,NA
"22567",1410000,"Powiat łosicki",2019,NA
"22568",1411000,"Powiat makowski",2019,NA
"22569",1412000,"Powiat miński",2019,NA
"22570",1413000,"Powiat mławski",2019,NA
"22571",1414000,"Powiat nowodworski",2019,NA
"22572",1415000,"Powiat ostrołęcki",2019,NA
"22573",1416000,"Powiat ostrowski",2019,NA
"22574",1417000,"Powiat otwocki",2019,NA
"22575",1418000,"Powiat piaseczyński",2019,NA
"22576",1419000,"Powiat płocki",2019,NA
"22577",1420000,"Powiat płoński",2019,NA
"22578",1421000,"Powiat pruszkowski",2019,NA
"22579",1422000,"Powiat przasnyski",2019,NA
"22580",1423000,"Powiat przysuski",2019,NA
"22581",1424000,"Powiat pułtuski",2019,NA
"22582",1425000,"Powiat radomski",2019,NA
"22583",1426000,"Powiat siedlecki",2019,NA
"22584",1427000,"Powiat sierpecki",2019,NA
"22585",1428000,"Powiat sochaczewski",2019,NA
"22586",1429000,"Powiat sokołowski",2019,NA
"22587",1430000,"Powiat szydłowiecki",2019,NA
"22588",1432000,"Powiat warszawski zachodni",2019,NA
"22589",1433000,"Powiat węgrowski",2019,NA
"22590",1434000,"Powiat wołomiński",2019,NA
"22591",1435000,"Powiat wyszkowski",2019,NA
"22592",1436000,"Powiat zwoleński",2019,NA
"22593",1437000,"Powiat żuromiński",2019,NA
"22594",1438000,"Powiat żyrardowski",2019,NA
"22595",1461000,"Powiat m.Ostrołęka",2019,NA
"22596",1462000,"Powiat m.Płock",2019,NA
"22597",1463000,"Powiat m.Radom",2019,NA
"22598",1464000,"Powiat m.Siedlce",2019,NA
"22599",1465000,"Powiat m. st. Warszawa",2019,NA
"22600",1601000,"Powiat brzeski",2019,NA
"22601",1602000,"Powiat głubczycki",2019,NA
"22602",1603000,"Powiat kędzierzyńsko-kozielski",2019,NA
"22603",1604000,"Powiat kluczborski",2019,NA
"22604",1605000,"Powiat krapkowicki",2019,NA
"22605",1606000,"Powiat namysłowski",2019,NA
"22606",1607000,"Powiat nyski",2019,NA
"22607",1608000,"Powiat oleski",2019,NA
"22608",1609000,"Powiat opolski",2019,NA
"22609",1610000,"Powiat prudnicki",2019,NA
"22610",1611000,"Powiat strzelecki",2019,NA
"22611",1661000,"Powiat m.Opole",2019,NA
"22612",1801000,"Powiat bieszczadzki",2019,NA
"22613",1802000,"Powiat brzozowski",2019,NA
"22614",1803000,"Powiat dębicki",2019,NA
"22615",1804000,"Powiat jarosławski",2019,NA
"22616",1805000,"Powiat jasielski",2019,NA
"22617",1806000,"Powiat kolbuszowski",2019,NA
"22618",1807000,"Powiat krośnieński",2019,NA
"22619",1808000,"Powiat leżajski",2019,NA
"22620",1809000,"Powiat lubaczowski",2019,NA
"22621",1810000,"Powiat łańcucki",2019,NA
"22622",1811000,"Powiat mielecki",2019,NA
"22623",1812000,"Powiat niżański",2019,NA
"22624",1813000,"Powiat przemyski",2019,NA
"22625",1814000,"Powiat przeworski",2019,NA
"22626",1815000,"Powiat ropczycko-sędziszowski",2019,NA
"22627",1816000,"Powiat rzeszowski",2019,NA
"22628",1817000,"Powiat sanocki",2019,NA
"22629",1818000,"Powiat stalowowolski",2019,NA
"22630",1819000,"Powiat strzyżowski",2019,NA
"22631",1820000,"Powiat tarnobrzeski",2019,NA
"22632",1821000,"Powiat leski",2019,NA
"22633",1861000,"Powiat m.Krosno",2019,NA
"22634",1862000,"Powiat m.Przemyśl",2019,NA
"22635",1863000,"Powiat m.Rzeszów",2019,NA
"22636",1864000,"Powiat m.Tarnobrzeg",2019,NA
"22637",2001000,"Powiat augustowski",2019,NA
"22638",2002000,"Powiat białostocki",2019,NA
"22639",2003000,"Powiat bielski",2019,NA
"22640",2004000,"Powiat grajewski",2019,NA
"22641",2005000,"Powiat hajnowski",2019,NA
"22642",2006000,"Powiat kolneński",2019,NA
"22643",2007000,"Powiat łomżyński",2019,NA
"22644",2008000,"Powiat moniecki",2019,NA
"22645",2009000,"Powiat sejneński",2019,NA
"22646",2010000,"Powiat siemiatycki",2019,NA
"22647",2011000,"Powiat sokólski",2019,NA
"22648",2012000,"Powiat suwalski",2019,NA
"22649",2013000,"Powiat wysokomazowiecki",2019,NA
"22650",2014000,"Powiat zambrowski",2019,NA
"22651",2061000,"Powiat m.Białystok",2019,NA
"22652",2062000,"Powiat m.Łomża",2019,NA
"22653",2063000,"Powiat m.Suwałki",2019,NA
"22654",2201000,"Powiat bytowski",2019,NA
"22655",2202000,"Powiat chojnicki",2019,NA
"22656",2203000,"Powiat człuchowski",2019,NA
"22657",2204000,"Powiat gdański",2019,NA
"22658",2205000,"Powiat kartuski",2019,NA
"22659",2206000,"Powiat kościerski",2019,NA
"22660",2207000,"Powiat kwidzyński",2019,NA
"22661",2208000,"Powiat lęborski",2019,NA
"22662",2209000,"Powiat malborski",2019,NA
"22663",2210000,"Powiat nowodworski",2019,NA
"22664",2211000,"Powiat pucki",2019,NA
"22665",2212000,"Powiat słupski",2019,NA
"22666",2213000,"Powiat starogardzki",2019,NA
"22667",2214000,"Powiat tczewski",2019,NA
"22668",2215000,"Powiat wejherowski",2019,NA
"22669",2216000,"Powiat sztumski",2019,NA
"22670",2261000,"Powiat m.Gdańsk",2019,NA
"22671",2262000,"Powiat m.Gdynia",2019,NA
"22672",2263000,"Powiat m.Słupsk",2019,NA
"22673",2264000,"Powiat m.Sopot",2019,NA
"22674",2401000,"Powiat będziński",2019,NA
"22675",2402000,"Powiat bielski",2019,NA
"22676",2403000,"Powiat cieszyński",2019,NA
"22677",2404000,"Powiat częstochowski",2019,NA
"22678",2405000,"Powiat gliwicki",2019,NA
"22679",2406000,"Powiat kłobucki",2019,NA
"22680",2407000,"Powiat lubliniecki",2019,NA
"22681",2408000,"Powiat mikołowski",2019,NA
"22682",2409000,"Powiat myszkowski",2019,NA
"22683",2410000,"Powiat pszczyński",2019,NA
"22684",2411000,"Powiat raciborski",2019,NA
"22685",2412000,"Powiat rybnicki",2019,NA
"22686",2413000,"Powiat tarnogórski",2019,NA
"22687",2414000,"Powiat bieruńsko-lędziński",2019,NA
"22688",2415000,"Powiat wodzisławski",2019,NA
"22689",2416000,"Powiat zawierciański",2019,NA
"22690",2417000,"Powiat żywiecki",2019,NA
"22691",2461000,"Powiat m.Bielsko-Biała",2019,NA
"22692",2462000,"Powiat m.Bytom",2019,NA
"22693",2463000,"Powiat m.Chorzów",2019,NA
"22694",2464000,"Powiat m.Częstochowa",2019,NA
"22695",2465000,"Powiat m.Dąbrowa Górnicza",2019,NA
"22696",2466000,"Powiat m.Gliwice",2019,NA
"22697",2467000,"Powiat m.Jastrzębie-Zdrój",2019,NA
"22698",2468000,"Powiat m.Jaworzno",2019,NA
"22699",2469000,"Powiat m.Katowice",2019,NA
"22700",2470000,"Powiat m.Mysłowice",2019,NA
"22701",2471000,"Powiat m.Piekary Śląskie",2019,NA
"22702",2472000,"Powiat m.Ruda Śląska",2019,NA
"22703",2473000,"Powiat m.Rybnik",2019,NA
"22704",2474000,"Powiat m.Siemianowice Śląskie",2019,NA
"22705",2475000,"Powiat m.Sosnowiec",2019,NA
"22706",2476000,"Powiat m.Świętochłowice",2019,NA
"22707",2477000,"Powiat m.Tychy",2019,NA
"22708",2478000,"Powiat m.Zabrze",2019,NA
"22709",2479000,"Powiat m.Żory",2019,NA
"22710",2601000,"Powiat buski",2019,NA
"22711",2602000,"Powiat jędrzejowski",2019,NA
"22712",2603000,"Powiat kazimierski",2019,NA
"22713",2604000,"Powiat kielecki",2019,NA
"22714",2605000,"Powiat konecki",2019,NA
"22715",2606000,"Powiat opatowski",2019,NA
"22716",2607000,"Powiat ostrowiecki",2019,NA
"22717",2608000,"Powiat pińczowski",2019,NA
"22718",2609000,"Powiat sandomierski",2019,NA
"22719",2610000,"Powiat skarżyski",2019,NA
"22720",2611000,"Powiat starachowicki",2019,NA
"22721",2612000,"Powiat staszowski",2019,NA
"22722",2613000,"Powiat włoszczowski",2019,NA
"22723",2661000,"Powiat m.Kielce",2019,NA
"22724",2801000,"Powiat bartoszycki",2019,NA
"22725",2802000,"Powiat braniewski",2019,NA
"22726",2803000,"Powiat działdowski",2019,NA
"22727",2804000,"Powiat elbląski",2019,NA
"22728",2805000,"Powiat ełcki",2019,NA
"22729",2806000,"Powiat giżycki",2019,NA
"22730",2807000,"Powiat iławski",2019,NA
"22731",2808000,"Powiat kętrzyński",2019,NA
"22732",2809000,"Powiat lidzbarski",2019,NA
"22733",2810000,"Powiat mrągowski",2019,NA
"22734",2811000,"Powiat nidzicki",2019,NA
"22735",2812000,"Powiat nowomiejski",2019,NA
"22736",2813000,"Powiat olecki",2019,NA
"22737",2814000,"Powiat olsztyński",2019,NA
"22738",2815000,"Powiat ostródzki",2019,NA
"22739",2816000,"Powiat piski",2019,NA
"22740",2817000,"Powiat szczycieński",2019,NA
"22741",2818000,"Powiat gołdapski",2019,NA
"22742",2819000,"Powiat węgorzewski",2019,NA
"22743",2861000,"Powiat m.Elbląg",2019,NA
"22744",2862000,"Powiat m.Olsztyn",2019,NA
"22745",3001000,"Powiat chodzieski",2019,NA
"22746",3002000,"Powiat czarnkowsko-trzcianecki",2019,NA
"22747",3003000,"Powiat gnieźnieński",2019,NA
"22748",3004000,"Powiat gostyński",2019,NA
"22749",3005000,"Powiat grodziski",2019,NA
"22750",3006000,"Powiat jarociński",2019,NA
"22751",3007000,"Powiat kaliski",2019,NA
"22752",3008000,"Powiat kępiński",2019,NA
"22753",3009000,"Powiat kolski",2019,NA
"22754",3010000,"Powiat koniński",2019,NA
"22755",3011000,"Powiat kościański",2019,NA
"22756",3012000,"Powiat krotoszyński",2019,NA
"22757",3013000,"Powiat leszczyński",2019,NA
"22758",3014000,"Powiat międzychodzki",2019,NA
"22759",3015000,"Powiat nowotomyski",2019,NA
"22760",3016000,"Powiat obornicki",2019,NA
"22761",3017000,"Powiat ostrowski",2019,NA
"22762",3018000,"Powiat ostrzeszowski",2019,NA
"22763",3019000,"Powiat pilski",2019,NA
"22764",3020000,"Powiat pleszewski",2019,NA
"22765",3021000,"Powiat poznański",2019,NA
"22766",3022000,"Powiat rawicki",2019,NA
"22767",3023000,"Powiat słupecki",2019,NA
"22768",3024000,"Powiat szamotulski",2019,NA
"22769",3025000,"Powiat średzki",2019,NA
"22770",3026000,"Powiat śremski",2019,NA
"22771",3027000,"Powiat turecki",2019,NA
"22772",3028000,"Powiat wągrowiecki",2019,NA
"22773",3029000,"Powiat wolsztyński",2019,NA
"22774",3030000,"Powiat wrzesiński",2019,NA
"22775",3031000,"Powiat złotowski",2019,NA
"22776",3061000,"Powiat m.Kalisz",2019,NA
"22777",3062000,"Powiat m.Konin",2019,NA
"22778",3063000,"Powiat m.Leszno",2019,NA
"22779",3064000,"Powiat m.Poznań",2019,NA
"22780",3201000,"Powiat białogardzki",2019,NA
"22781",3202000,"Powiat choszczeński",2019,NA
"22782",3203000,"Powiat drawski",2019,NA
"22783",3204000,"Powiat goleniowski",2019,NA
"22784",3205000,"Powiat gryficki",2019,NA
"22785",3206000,"Powiat gryfiński",2019,NA
"22786",3207000,"Powiat kamieński",2019,NA
"22787",3208000,"Powiat kołobrzeski",2019,NA
"22788",3209000,"Powiat koszaliński",2019,NA
"22789",3210000,"Powiat myśliborski",2019,NA
"22790",3211000,"Powiat policki",2019,NA
"22791",3212000,"Powiat pyrzycki",2019,NA
"22792",3213000,"Powiat sławieński",2019,NA
"22793",3214000,"Powiat stargardzki",2019,NA
"22794",3215000,"Powiat szczecinecki",2019,NA
"22795",3216000,"Powiat świdwiński",2019,NA
"22796",3217000,"Powiat wałecki",2019,NA
"22797",3218000,"Powiat łobeski",2019,NA
"22798",3261000,"Powiat m.Koszalin",2019,NA
"22799",3262000,"Powiat m.Szczecin",2019,NA
"22800",3263000,"Powiat m.Świnoujście",2019,NA
